Date,Target,Lag_1,Lag_2,Lag_3,Lag_4,Lag_5,day_of_week,month,day_of_month
2023-06-20,0.007381147851541193,0.0021848550252761903,0.009945364690530121,0.0010669027336966705,-0.002135192561529874,-0.0064247578986823305,1,6,20
2023-06-19,-0.006398348467462685,0.005488827187636841,0.0021848550252761903,0.009945364690530121,0.0010669027336966705,-0.002135192561529874,0,6,19
2023-06-16,-0.025245657322328065,0.00556318305151889,0.005488827187636841,0.0021848550252761903,0.009945364690530121,0.0010669027336966705,4,6,16
2023-06-15,-0.018597763790069267,0.009609141585841276,0.00556318305151889,0.005488827187636841,0.0021848550252761903,0.009945364690530121,3,6,15
2023-06-14,-0.02170617287650856,-0.004135666085578862,0.009609141585841276,0.00556318305151889,0.005488827187636841,0.0021848550252761903,2,6,14
2023-06-13,-0.014787167792604864,0.0012680629325838519,-0.004135666085578862,0.009609141585841276,0.00556318305151889,0.005488827187636841,1,6,13
2023-06-12,-0.008357668442486199,-0.004923573632823952,0.0012680629325838519,-0.004135666085578862,0.009609141585841276,0.00556318305151889,0,6,12
2023-06-09,0.0063366843211158964,-0.008216313267484988,-0.004923573632823952,0.0012680629325838519,-0.004135666085578862,0.009609141585841276,4,6,9
2023-06-08,-0.00856063678619361,-0.009238167269024105,-0.008216313267484988,-0.004923573632823952,0.0012680629325838519,-0.004135666085578862,3,6,8
2023-06-07,-0.01875431652498718,0.002512227446679938,-0.009238167269024105,-0.008216313267484988,-0.004923573632823952,0.0012680629325838519,2,6,7
2023-06-06,-0.005236780944564036,-0.0018403461538554389,0.002512227446679938,-0.009238167269024105,-0.008216313267484988,-0.004923573632823952,1,6,6
2023-06-05,-0.0006993221998329749,0.0019954314510797406,-0.0018403461538554389,0.002512227446679938,-0.009238167269024105,-0.008216313267484988,0,6,5
2023-06-02,-0.004199137126133087,-0.0017868139173663233,0.0019954314510797406,-0.0018403461538554389,0.002512227446679938,-0.009238167269024105,4,6,2
2023-06-01,-0.00378293053444694,0.00545618549457799,-0.0017868139173663233,0.0019954314510797406,-0.0018403461538554389,0.002512227446679938,3,6,1
2023-05-31,0.011306484442596056,-0.012385093660629568,0.00545618549457799,-0.0017868139173663233,0.0019954314510797406,-0.0018403461538554389,2,5,31
2023-05-30,0.015217794141485542,-0.012034025892649005,-0.012385093660629568,0.00545618549457799,-0.0017868139173663233,0.0019954314510797406,1,5,30
2023-05-29,0.01686103657849234,0.015512967031502883,-0.012034025892649005,-0.012385093660629568,0.00545618549457799,-0.0017868139173663233,0,5,29
